epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,2779.44,0.71002,1.39322,0.60565,1.06363,0,0.93067,0.8617,0.93443,0.72033,0.89298,0.88298,0.93389,0.60772,0.73427,1.33134,0.4711,1.04569,0,0.000812,0.000812,0.000812
122,2802.36,0.71624,1.45065,0.59003,1.07188,0,0.89058,0.84043,0.92162,0.68433,0.87834,0.82979,0.90799,0.58522,0.7177,1.31978,0.51662,1.10002,0,0.0008021,0.0008021,0.0008021
123,2825.3,0.69594,1.43361,0.5931,1.06369,0,0.91374,0.87234,0.90895,0.68978,0.9026,0.8617,0.90282,0.59949,0.80306,1.34133,0.52172,1.13604,0,0.0007922,0.0007922,0.0007922
124,2848.21,0.70583,1.43828,0.59491,1.06734,0,0.92258,0.84043,0.9199,0.71245,0.93466,0.85106,0.92419,0.61373,0.83543,1.39068,0.53289,1.13009,0,0.0007823,0.0007823,0.0007823
125,2871.13,0.65407,1.44736,0.5685,1.03797,0,0.8511,0.85106,0.91861,0.69934,0.90548,0.81537,0.90977,0.59596,0.78667,1.35347,0.52439,1.09208,0,0.0007724,0.0007724,0.0007724
126,2894,0.66466,1.37196,0.55677,1.03978,0,0.86037,0.85217,0.90716,0.71122,0.86037,0.85217,0.9122,0.59714,0.73129,1.37375,0.48728,1.06265,0,0.0007625,0.0007625,0.0007625
127,2916.87,0.68171,1.44472,0.57651,1.05663,0,0.83348,0.9052,0.92386,0.70515,0.83348,0.9052,0.92262,0.60094,0.69676,1.37377,0.45952,1.06496,0,0.0007526,0.0007526,0.0007526
128,2939.75,0.69065,1.41538,0.5693,1.05972,0,0.89759,0.83916,0.91551,0.71207,0.89759,0.83916,0.91475,0.59735,0.65274,1.37056,0.44247,1.06232,0,0.0007427,0.0007427,0.0007427
129,2962.63,0.67756,1.39717,0.58056,1.05397,0,0.88631,0.82935,0.8925,0.69134,0.89072,0.81915,0.89271,0.58068,0.69207,1.36067,0.52655,1.10453,0,0.0007328,0.0007328,0.0007328
130,2985.56,0.66801,1.42584,0.55809,1.03662,0,0.86699,0.90147,0.9201,0.71744,0.86459,0.88301,0.91916,0.59405,0.71285,1.42946,0.503,1.09996,0,0.0007229,0.0007229,0.0007229
131,3008.48,0.64505,1.38188,0.55588,1.02777,0,0.82804,0.8617,0.88993,0.6864,0.82804,0.8617,0.90484,0.58168,0.65751,1.35603,0.49007,1.05336,0,0.000713,0.000713,0.000713
132,3031.36,0.65186,1.36695,0.53924,1.03764,0,0.92403,0.82979,0.90512,0.6947,0.93588,0.84043,0.92523,0.59584,0.75298,1.35937,0.47028,1.11569,0,0.0007031,0.0007031,0.0007031
133,3054.25,0.67445,1.44636,0.56368,1.05309,0,0.86938,0.92052,0.94181,0.73316,0.86938,0.92052,0.94181,0.60325,0.65354,1.36357,0.42235,1.07129,0,0.0006932,0.0006932,0.0006932
134,3077.16,0.68497,1.43004,0.57599,1.05176,0,0.89842,0.84687,0.92291,0.71366,0.89842,0.84687,0.91162,0.60568,0.73842,1.36154,0.49008,1.09002,0,0.0006833,0.0006833,0.0006833
135,3099.98,0.69026,1.36963,0.57884,1.06504,0,0.91688,0.82145,0.90215,0.68989,0.91688,0.82145,0.90215,0.59246,0.71798,1.28455,0.47721,1.10535,0,0.0006734,0.0006734,0.0006734
136,3122.86,0.65717,1.39711,0.55028,1.04145,0,0.85733,0.83106,0.91134,0.67961,0.85733,0.83106,0.90249,0.58798,0.70137,1.31768,0.54341,1.07758,0,0.0006635,0.0006635,0.0006635
137,3145.75,0.67044,1.41515,0.54366,1.04118,0,0.94428,0.81915,0.89574,0.69245,0.92279,0.84043,0.90623,0.57747,0.72878,1.44878,0.55317,1.10485,0,0.0006536,0.0006536,0.0006536
138,3168.62,0.63036,1.34363,0.53057,1.01849,0,0.82314,0.89124,0.91995,0.69464,0.82314,0.89124,0.91995,0.5792,0.71852,1.3452,0.53439,1.07953,0,0.0006437,0.0006437,0.0006437
139,3191.49,0.64458,1.32174,0.54892,1.04145,0,0.82487,0.80172,0.8823,0.65632,0.78997,0.78723,0.85722,0.56274,0.6906,1.33184,0.59208,1.08124,0,0.0006338,0.0006338,0.0006338
140,3214.37,0.65465,1.35146,0.52071,1.03446,0,0.86092,0.85612,0.89011,0.67695,0.85022,0.84548,0.87962,0.57088,0.67366,1.33152,0.52579,1.09106,0,0.0006239,0.0006239,0.0006239
141,3237.31,0.6713,1.38502,0.57061,1.04303,0,0.90103,0.81915,0.89116,0.68541,0.92494,0.84043,0.90672,0.59287,0.63857,1.3425,0.52548,1.04573,0,0.000614,0.000614,0.000614
142,3260.18,0.65511,1.38524,0.55281,1.03277,0,0.95215,0.84671,0.9105,0.69478,0.94018,0.83608,0.90351,0.58988,0.69897,1.34479,0.47518,1.09325,0,0.0006041,0.0006041,0.0006041
143,3283.02,0.62606,1.32625,0.53297,1.02665,0,0.88832,0.85106,0.9221,0.70062,0.88832,0.85106,0.9221,0.5984,0.64508,1.35649,0.47693,1.04795,0,0.0005942,0.0005942,0.0005942
144,3305.84,0.6228,1.29756,0.52756,1.01843,0,0.85397,0.90426,0.92333,0.69994,0.91828,0.83685,0.9202,0.59674,0.6606,1.32541,0.4548,1.08223,0,0.0005843,0.0005843,0.0005843
145,3328.72,0.65804,1.33358,0.54154,1.03782,0,0.84891,0.88298,0.89503,0.69817,0.85564,0.88298,0.90179,0.58935,0.68884,1.33907,0.51959,1.09813,0,0.0005744,0.0005744,0.0005744
146,3351.63,0.65023,1.35632,0.53159,1.0258,0,0.88215,0.80851,0.90925,0.70525,0.88215,0.80851,0.91162,0.59022,0.72208,1.33605,0.55012,1.10711,0,0.0005645,0.0005645,0.0005645
147,3374.53,0.63277,1.32925,0.52183,1.02834,0,0.89544,0.81997,0.91561,0.70421,0.89544,0.81997,0.91561,0.58748,0.66755,1.32295,0.51483,1.09347,0,0.0005546,0.0005546,0.0005546
148,3397.43,0.63021,1.35673,0.54959,1.0195,0,0.85692,0.82826,0.89253,0.68901,0.86779,0.83795,0.90486,0.58783,0.76726,1.31254,0.52021,1.12449,0,0.0005447,0.0005447,0.0005447
149,3420.29,0.62733,1.33385,0.52609,1.03617,0,0.91308,0.89408,0.92684,0.72145,0.90289,0.89025,0.92652,0.60491,0.76036,1.35675,0.47161,1.12077,0,0.0005348,0.0005348,0.0005348
150,3443.14,0.62099,1.36213,0.50744,1.02351,0,0.89202,0.87234,0.92262,0.7031,0.89202,0.87234,0.92262,0.59727,0.64706,1.34115,0.46417,1.08351,0,0.0005249,0.0005249,0.0005249
151,3466.01,0.60341,1.33851,0.51976,1.00873,0,0.7628,0.92553,0.9095,0.6845,0.86313,0.84043,0.9155,0.58957,0.65947,1.31367,0.49615,1.0882,0,0.000515,0.000515,0.000515
152,3488.91,0.60322,1.35979,0.512,1.0306,0,0.80134,0.90117,0.89831,0.70404,0.86967,0.8617,0.92019,0.59975,0.67688,1.3374,0.48568,1.07622,0,0.0005051,0.0005051,0.0005051
153,3511.76,0.63105,1.37148,0.53494,1.02313,0,0.82435,0.85106,0.89117,0.69963,0.85405,0.85106,0.91255,0.58876,0.76949,1.34451,0.53371,1.09937,0,0.0004952,0.0004952,0.0004952
154,3534.63,0.63181,1.28405,0.52843,1.02165,0,0.77918,0.86339,0.87658,0.68154,0.85995,0.82979,0.9009,0.583,0.69528,1.34944,0.52537,1.07229,0,0.0004853,0.0004853,0.0004853
155,3557.51,0.59249,1.31613,0.4787,1.00838,0,0.92018,0.80851,0.88928,0.69068,0.92018,0.80851,0.91134,0.59294,0.72034,1.3334,0.52284,1.09009,0,0.0004754,0.0004754,0.0004754
156,3580.36,0.64924,1.34877,0.53059,1.03567,0,0.93026,0.75532,0.89352,0.69878,0.94336,0.76596,0.91409,0.58856,0.70525,1.3775,0.52602,1.0926,0,0.0004655,0.0004655,0.0004655
157,3603.27,0.59583,1.30914,0.48796,0.99793,0,0.88131,0.78996,0.88204,0.68417,0.90726,0.7766,0.90222,0.58413,0.70332,1.37775,0.53535,1.09438,0,0.0004556,0.0004556,0.0004556
158,3626.16,0.62094,1.30093,0.50144,1.00756,0,0.89411,0.80848,0.8627,0.66648,0.90583,0.81864,0.88715,0.56754,0.70615,1.34773,0.54325,1.09423,0,0.0004457,0.0004457,0.0004457
159,3649.07,0.58074,1.29493,0.47267,0.99027,0,0.81467,0.88852,0.87999,0.68335,0.82435,0.89872,0.89799,0.5898,0.778,1.30884,0.53575,1.11633,0,0.0004358,0.0004358,0.0004358
160,3671.97,0.60556,1.34606,0.48699,1.02109,0,0.81179,0.87181,0.8867,0.68391,0.81179,0.87181,0.8854,0.57626,0.69923,1.37181,0.51264,1.12296,0,0.0004259,0.0004259,0.0004259
161,3694.92,0.62175,1.36533,0.49307,1.01677,0,0.90608,0.82979,0.90071,0.69909,0.91845,0.84043,0.91585,0.59212,0.76372,1.40755,0.4854,1.10382,0,0.000416,0.000416,0.000416
162,3717.81,0.60369,1.29507,0.49118,1.01861,0,0.85159,0.85466,0.89051,0.67887,0.85159,0.85466,0.89051,0.57769,0.78347,1.36868,0.50734,1.11604,0,0.0004061,0.0004061,0.0004061
163,3740.65,0.56701,1.27022,0.46824,0.98801,0,0.8172,0.85106,0.89269,0.67941,0.80699,0.84043,0.88042,0.57956,0.7147,1.41082,0.51825,1.13236,0,0.0003962,0.0003962,0.0003962
164,3763.44,0.62674,1.34402,0.48775,1.02851,0,0.88409,0.8617,0.91586,0.69304,0.87164,0.85106,0.90381,0.58218,0.76139,1.39649,0.49453,1.14935,0,0.0003863,0.0003863,0.0003863
165,3786.27,0.59621,1.28239,0.50089,0.99339,0,0.79787,0.88298,0.88599,0.67303,0.79787,0.88298,0.88779,0.56479,0.74801,1.37856,0.49356,1.14626,0,0.0003764,0.0003764,0.0003764
166,3809.15,0.60063,1.31202,0.51446,1.00343,0,0.82652,0.88298,0.88654,0.67953,0.82652,0.88298,0.88781,0.5693,0.77615,1.49394,0.48932,1.18709,0,0.0003665,0.0003665,0.0003665
167,3832.05,0.59723,1.34934,0.49867,1.01666,0,0.79273,0.8617,0.87839,0.65416,0.78366,0.84783,0.86461,0.55569,0.69985,1.43792,0.55475,1.14826,0,0.0003566,0.0003566,0.0003566
168,3854.97,0.60291,1.2235,0.48186,1.01322,0,0.84723,0.79787,0.86641,0.67657,0.84723,0.79787,0.86349,0.56899,0.74384,1.43449,0.53882,1.1265,0,0.0003467,0.0003467,0.0003467
169,3877.83,0.60598,1.28547,0.50715,1.01022,0,0.84206,0.79409,0.86318,0.63852,0.83078,0.78345,0.85221,0.53709,0.64623,1.41149,0.55838,1.1131,0,0.0003368,0.0003368,0.0003368
170,3900.69,0.56296,1.26118,0.46024,0.98634,0,0.8587,0.89362,0.91363,0.69169,0.84848,0.88298,0.89729,0.58359,0.68536,1.42452,0.46948,1.10616,0,0.0003269,0.0003269,0.0003269
171,3923.58,0.5773,1.27617,0.46495,0.99317,0,0.83948,0.83456,0.87581,0.67627,0.83948,0.83456,0.8757,0.5687,0.66259,1.41309,0.49225,1.10305,0,0.000317,0.000317,0.000317
172,3946.44,0.5757,1.2129,0.45021,0.99532,0,0.93536,0.76979,0.8927,0.67319,0.91987,0.76596,0.87792,0.55542,0.66048,1.41493,0.47882,1.14832,0,0.0003071,0.0003071,0.0003071
173,3969.33,0.54131,1.21924,0.44501,0.98135,0,0.85682,0.80851,0.89422,0.68235,0.84599,0.79787,0.88127,0.56703,0.69377,1.44634,0.54069,1.12384,0,0.0002972,0.0002972,0.0002972
174,3992.21,0.58262,1.2517,0.46442,0.99932,0,0.89832,0.85106,0.90324,0.69243,0.8871,0.84043,0.88816,0.57432,0.68495,1.47726,0.48365,1.12786,0,0.0002873,0.0002873,0.0002873
175,4015.12,0.58163,1.24153,0.47146,0.99984,0,0.86306,0.84043,0.89373,0.68217,0.88609,0.82754,0.89496,0.57548,0.78873,1.41955,0.52369,1.15252,0,0.0002774,0.0002774,0.0002774
176,4038.03,0.57664,1.2989,0.47006,0.98854,0,0.89588,0.84043,0.89555,0.68445,0.89588,0.84043,0.89109,0.56502,0.74925,1.42844,0.48103,1.16079,0,0.0002675,0.0002675,0.0002675
177,4060.95,0.57221,1.24464,0.46053,0.99597,0,0.81491,0.88993,0.89642,0.68309,0.80517,0.87929,0.88117,0.56552,0.70173,1.41733,0.49835,1.12509,0,0.0002576,0.0002576,0.0002576
178,4083.85,0.56859,1.2199,0.45558,0.97818,0,0.83214,0.85106,0.87921,0.66488,0.83023,0.84043,0.8636,0.55982,0.6927,1.41555,0.5071,1.13947,0,0.0002477,0.0002477,0.0002477
179,4106.73,0.5865,1.26913,0.47299,0.99539,0,0.79094,0.8855,0.87481,0.66869,0.79094,0.8855,0.88224,0.56078,0.72136,1.36207,0.51949,1.12573,0,0.0002378,0.0002378,0.0002378
