epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,3195.14,0.85911,1.3991,0.62686,0.01098,0.6486,0.90664,0.82654,0.88485,0.65098,0.92264,0.79787,0.87753,0.60807,0.93004,1.35802,0.5702,0.02147,0,0.0008417,0.0008417,0.0008417
119,3222.18,0.82456,1.39058,0.60429,0.00979,0.64322,0.94028,0.83745,0.90177,0.69822,0.94028,0.83745,0.90584,0.63019,0.86205,1.35081,0.4479,0.01839,0,0.0008318,0.0008318,0.0008318
120,3249.2,0.85043,1.40626,0.62659,0.01037,0.68688,0.91408,0.87234,0.88614,0.65784,0.90264,0.8617,0.86548,0.58561,0.85921,1.32823,0.63695,0.01765,0,0.0008219,0.0008219,0.0008219
121,3276.24,0.85126,1.39123,0.61951,0.01044,0.65064,0.92186,0.75307,0.86923,0.64473,0.92186,0.75307,0.87447,0.61452,0.91134,1.29912,0.54708,0.01975,0,0.000812,0.000812,0.000812
122,3303.28,0.80729,1.34869,0.54397,0.0102,0.64018,0.93733,0.8617,0.90916,0.69234,0.93439,0.85106,0.90687,0.61896,0.8581,1.34674,0.494,0.01805,0,0.0008021,0.0008021,0.0008021
123,3330.32,0.80326,1.39268,0.61215,0.00994,0.61403,0.9253,0.85106,0.90716,0.68015,0.91373,0.84043,0.89446,0.62552,0.89641,1.27963,0.54742,0.01858,0,0.0007922,0.0007922,0.0007922
124,3357.35,0.81681,1.35183,0.61315,0.01029,0.66819,0.96027,0.85106,0.90702,0.67481,0.94827,0.84043,0.90649,0.60611,0.86703,1.3304,0.50073,0.01821,0,0.0007823,0.0007823,0.0007823
125,3384.41,0.85052,1.41949,0.59308,0.01066,0.68146,0.84007,0.83824,0.90162,0.6781,0.84007,0.83824,0.8968,0.61741,0.79572,1.29627,0.49895,0.01803,0,0.0007724,0.0007724,0.0007724
126,3411.48,0.81513,1.34445,0.57753,0.01008,0.64463,0.90874,0.87234,0.92027,0.67744,0.89766,0.8617,0.91255,0.60152,0.89946,1.33804,0.53332,0.01904,0,0.0007625,0.0007625,0.0007625
127,3438.5,0.82171,1.3928,0.60141,0.00981,0.62611,0.91331,0.87234,0.92868,0.69363,0.87906,0.84043,0.89967,0.61436,0.86029,1.31508,0.45712,0.01796,0,0.0007526,0.0007526,0.0007526
128,3465.44,0.78828,1.33566,0.54388,0.01004,0.59375,0.92947,0.85106,0.91075,0.68643,0.90624,0.82979,0.89242,0.6105,0.82088,1.33056,0.55748,0.01713,0,0.0007427,0.0007427,0.0007427
129,3492.44,0.82036,1.34939,0.62041,0.01011,0.62761,0.92762,0.82979,0.88365,0.66883,0.92762,0.82979,0.88392,0.59318,0.8232,1.37994,0.48139,0.01817,0,0.0007328,0.0007328,0.0007328
130,3519.47,0.77929,1.35746,0.54845,0.00936,0.62451,0.92916,0.87234,0.91042,0.67549,0.92916,0.87234,0.91618,0.60552,0.86057,1.44715,0.5287,0.01727,0,0.0007229,0.0007229,0.0007229
131,3546.44,0.76914,1.34076,0.52655,0.00987,0.59384,0.87786,0.84108,0.89726,0.66611,0.92023,0.85906,0.90398,0.61135,0.87647,1.35549,0.46,0.02024,0,0.000713,0.000713,0.000713
132,3573.46,0.80666,1.38192,0.55397,0.00953,0.60809,0.88324,0.81915,0.89269,0.6594,0.84917,0.83849,0.88448,0.59333,0.83871,1.35314,0.5849,0.01806,0,0.0007031,0.0007031,0.0007031
133,3600.47,0.81808,1.36165,0.55775,0.00985,0.61223,0.90747,0.85106,0.90397,0.68636,0.90747,0.85106,0.89336,0.61669,0.8047,1.33979,0.44949,0.01761,0,0.0006932,0.0006932,0.0006932
134,3627.49,0.77369,1.33208,0.56181,0.00934,0.59822,0.92927,0.85106,0.90109,0.67161,0.92927,0.85106,0.90426,0.59374,0.86816,1.4296,0.45169,0.01917,0,0.0006833,0.0006833,0.0006833
135,3654.48,0.77599,1.29194,0.5403,0.00957,0.61051,0.8742,0.8617,0.90217,0.67048,0.85597,0.89362,0.90548,0.59384,0.79773,1.39061,0.52124,0.0161,0,0.0006734,0.0006734,0.0006734
136,3681.5,0.78784,1.34057,0.53567,0.00998,0.5719,0.9196,0.80851,0.8871,0.66063,0.9196,0.80851,0.88618,0.59603,0.82606,1.36386,0.57131,0.01748,0,0.0006635,0.0006635,0.0006635
137,3708.5,0.77124,1.30834,0.536,0.00918,0.5966,0.87077,0.8617,0.88286,0.66464,0.87077,0.8617,0.87465,0.59581,0.84324,1.37741,0.60595,0.01849,0,0.0006536,0.0006536,0.0006536
138,3735.51,0.784,1.30936,0.53871,0.0093,0.56901,0.9164,0.8617,0.90896,0.66582,0.93301,0.84043,0.90908,0.58084,0.89171,1.3995,0.53844,0.0205,0,0.0006437,0.0006437,0.0006437
139,3762.54,0.76314,1.2957,0.51407,0.00931,0.56385,0.95061,0.84043,0.92857,0.6839,0.95061,0.84043,0.92857,0.62717,0.8477,1.30086,0.53208,0.01947,0,0.0006338,0.0006338,0.0006338
140,3789.55,0.78075,1.27595,0.51493,0.00955,0.58556,0.8898,0.85901,0.87889,0.63272,0.90082,0.86965,0.88423,0.58091,0.90113,1.39356,0.58816,0.02106,0,0.0006239,0.0006239,0.0006239
141,3816.56,0.78345,1.2991,0.53011,0.00947,0.59648,0.91565,0.82979,0.88548,0.65367,0.91828,0.85106,0.89595,0.59088,0.86987,1.31683,0.55404,0.01963,0,0.000614,0.000614,0.000614
142,3843.55,0.78683,1.29373,0.52527,0.0097,0.58513,0.92885,0.84043,0.91625,0.69472,0.92885,0.84043,0.91625,0.61624,0.8043,1.32978,0.46459,0.01766,0,0.0006041,0.0006041,0.0006041
143,3870.57,0.7669,1.30554,0.5307,0.00946,0.59842,0.9574,0.80851,0.90769,0.69915,0.92032,0.86013,0.921,0.61086,0.79837,1.38631,0.44141,0.01688,0,0.0005942,0.0005942,0.0005942
144,3897.59,0.75719,1.31764,0.54038,0.00902,0.57836,0.90075,0.86893,0.92264,0.7063,0.86478,0.91489,0.92753,0.6109,0.796,1.35816,0.46742,0.01628,0,0.0005843,0.0005843,0.0005843
145,3924.6,0.78047,1.299,0.54481,0.00902,0.6015,0.8811,0.87234,0.91762,0.69791,0.90612,0.88298,0.92185,0.61331,0.75304,1.35776,0.46882,0.01634,0,0.0005744,0.0005744,0.0005744
146,3951.61,0.73539,1.26666,0.48585,0.00905,0.55043,0.94184,0.86132,0.91263,0.6743,0.9302,0.85068,0.9029,0.60795,0.88512,1.37974,0.48556,0.01908,0,0.0005645,0.0005645,0.0005645
147,3978.57,0.77579,1.29982,0.51227,0.00951,0.55628,0.92099,0.86805,0.91467,0.68313,0.9097,0.85741,0.9045,0.61019,0.8101,1.39037,0.44057,0.01941,0,0.0005546,0.0005546,0.0005546
148,4005.57,0.73967,1.23102,0.48103,0.00917,0.54861,0.95559,0.81915,0.89684,0.68586,0.95559,0.81915,0.90302,0.60626,0.82614,1.36304,0.51824,0.01883,0,0.0005447,0.0005447,0.0005447
149,4032.57,0.73846,1.28117,0.45902,0.00878,0.57677,0.90575,0.8617,0.91756,0.69637,0.90575,0.8617,0.91936,0.62605,0.78853,1.3007,0.47549,0.01813,0,0.0005348,0.0005348,0.0005348
150,4059.59,0.72945,1.23086,0.45414,0.00901,0.53108,0.96005,0.79787,0.90734,0.68045,0.96005,0.79787,0.90593,0.58253,0.8078,1.41581,0.48339,0.01855,0,0.0005249,0.0005249,0.0005249
151,4086.58,0.7578,1.30175,0.5132,0.00921,0.58599,0.91441,0.81915,0.90624,0.6936,0.91441,0.81915,0.90922,0.6296,0.76827,1.36335,0.48217,0.01588,0,0.000515,0.000515,0.000515
152,4113.62,0.73317,1.25911,0.48824,0.00878,0.51898,0.90828,0.78723,0.89284,0.69696,0.90828,0.78723,0.89755,0.61309,0.79335,1.33081,0.51884,0.01632,0,0.0005051,0.0005051,0.0005051
153,4140.66,0.76402,1.26589,0.49232,0.0089,0.50647,0.90477,0.85106,0.89406,0.68502,0.91608,0.8617,0.90594,0.60897,0.69962,1.33307,0.52279,0.01525,0,0.0004952,0.0004952,0.0004952
154,4167.66,0.71045,1.2177,0.47788,0.00865,0.53283,0.94698,0.80851,0.89579,0.69096,0.93452,0.79787,0.88802,0.609,0.72014,1.32814,0.48029,0.01507,0,0.0004853,0.0004853,0.0004853
155,4194.63,0.7512,1.3065,0.49293,0.0091,0.5686,0.9624,0.81699,0.91946,0.70834,0.97493,0.82728,0.93521,0.59955,0.74349,1.35706,0.51719,0.0161,0,0.0004754,0.0004754,0.0004754
156,4221.67,0.72117,1.21678,0.49758,0.0087,0.56912,0.97054,0.82979,0.91786,0.69876,0.97054,0.82979,0.92477,0.61329,0.75002,1.31372,0.53518,0.01602,0,0.0004655,0.0004655,0.0004655
157,4248.66,0.72227,1.26965,0.47209,0.00856,0.54454,0.95679,0.85106,0.92553,0.71658,0.95679,0.85106,0.91807,0.62186,0.70943,1.39888,0.44962,0.01544,0,0.0004556,0.0004556,0.0004556
158,4275.64,0.72684,1.20551,0.4968,0.0084,0.5416,0.96674,0.85106,0.92558,0.69356,0.96674,0.85106,0.92927,0.61719,0.77691,1.36252,0.41038,0.01673,0,0.0004457,0.0004457,0.0004457
159,4302.59,0.7282,1.23414,0.48566,0.00869,0.5434,0.90088,0.89362,0.91364,0.69578,0.89454,0.9024,0.91309,0.62216,0.78104,1.38246,0.44864,0.01681,0,0.0004358,0.0004358,0.0004358
160,4329.56,0.70934,1.21368,0.47151,0.00845,0.56217,0.9025,0.88624,0.90077,0.67223,0.9025,0.88624,0.90077,0.60088,0.74201,1.31296,0.46227,0.01649,0,0.0004259,0.0004259,0.0004259
161,4356.56,0.69727,1.22125,0.4609,0.00843,0.50761,0.90522,0.84043,0.893,0.66868,0.91627,0.81496,0.89292,0.59096,0.78712,1.34119,0.5538,0.01718,0,0.000416,0.000416,0.000416
162,4383.59,0.72134,1.23549,0.47136,0.00821,0.53701,0.89247,0.85106,0.89852,0.689,0.90363,0.8617,0.91117,0.60714,0.77964,1.35219,0.49497,0.01601,0,0.0004061,0.0004061,0.0004061
163,4410.63,0.68562,1.14705,0.43825,0.00825,0.48975,0.90708,0.8617,0.91904,0.68324,0.90708,0.8617,0.92113,0.61537,0.76692,1.33962,0.45715,0.01623,0,0.0003962,0.0003962,0.0003962
164,4437.59,0.72834,1.22251,0.46954,0.0089,0.52378,0.88675,0.84043,0.91525,0.6891,0.89809,0.85106,0.92255,0.60816,0.78105,1.35572,0.51428,0.01714,0,0.0003863,0.0003863,0.0003863
165,4464.58,0.69508,1.21485,0.4512,0.00838,0.51577,0.96259,0.82133,0.91988,0.67408,0.96259,0.82133,0.9233,0.6161,0.89962,1.35943,0.4869,0.01903,0,0.0003764,0.0003764,0.0003764
166,4491.61,0.72975,1.22857,0.48937,0.00869,0.53353,0.93019,0.85106,0.92684,0.71057,0.93019,0.85106,0.92036,0.61903,0.75179,1.30993,0.43999,0.01639,0,0.0003665,0.0003665,0.0003665
167,4518.61,0.68297,1.20438,0.46358,0.00809,0.5449,0.92246,0.88588,0.92287,0.7067,0.91138,0.87524,0.91757,0.62632,0.76819,1.33426,0.48653,0.01615,0,0.0003566,0.0003566,0.0003566
168,4545.64,0.69214,1.21795,0.47192,0.00812,0.48769,0.9101,0.86158,0.90574,0.69763,0.91022,0.86289,0.91271,0.61666,0.79207,1.34458,0.52403,0.01834,0,0.0003467,0.0003467,0.0003467
169,4572.66,0.70043,1.22077,0.47917,0.00828,0.49382,0.90795,0.88298,0.90609,0.6904,0.89701,0.87234,0.89639,0.61448,0.74382,1.34313,0.51865,0.01563,0,0.0003368,0.0003368,0.0003368
170,4599.64,0.66692,1.15817,0.44085,0.00806,0.49306,0.93721,0.81915,0.89893,0.68439,0.89103,0.86988,0.90852,0.61044,0.78137,1.33011,0.54475,0.01723,0,0.0003269,0.0003269,0.0003269
171,4626.7,0.67254,1.13967,0.45395,0.00789,0.489,0.91846,0.87234,0.89544,0.68376,0.92977,0.88298,0.90616,0.60221,0.7986,1.36937,0.54461,0.01663,0,0.000317,0.000317,0.000317
172,4653.71,0.67812,1.20632,0.43961,0.00821,0.49059,0.9175,0.84043,0.8968,0.68598,0.93814,0.8617,0.90268,0.60683,0.82594,1.35169,0.46056,0.01791,0,0.0003071,0.0003071,0.0003071
173,4680.77,0.67183,1.21493,0.43991,0.00777,0.4788,0.89002,0.8609,0.90981,0.70084,0.88158,0.84043,0.90116,0.60464,0.77684,1.36734,0.50765,0.01611,0,0.0002972,0.0002972,0.0002972
174,4707.75,0.67946,1.17081,0.44025,0.00819,0.50379,0.88398,0.89162,0.89755,0.68043,0.88398,0.89162,0.88733,0.59621,0.76121,1.39678,0.49847,0.01611,0,0.0002873,0.0002873,0.0002873
175,4734.76,0.67993,1.19128,0.46845,0.00783,0.48444,0.94332,0.81915,0.90027,0.69261,0.94332,0.81915,0.90729,0.6161,0.77227,1.36703,0.53862,0.01626,0,0.0002774,0.0002774,0.0002774
176,4761.76,0.64552,1.10672,0.42599,0.00739,0.43894,0.94137,0.88298,0.918,0.68393,0.90278,0.92553,0.92435,0.61852,0.83624,1.4153,0.46267,0.01755,0,0.0002675,0.0002675,0.0002675
177,4788.78,0.67161,1.188,0.41679,0.00801,0.46362,0.93415,0.82979,0.90643,0.67942,0.89893,0.8617,0.90484,0.59712,0.78692,1.3764,0.5083,0.01617,0,0.0002576,0.0002576,0.0002576
178,4815.78,0.67167,1.15221,0.41995,0.00793,0.47794,0.94324,0.88298,0.92779,0.70068,0.94324,0.88298,0.93391,0.6144,0.77018,1.43131,0.41712,0.01599,0,0.0002477,0.0002477,0.0002477
179,4842.78,0.64723,1.14011,0.41733,0.00764,0.46329,0.94343,0.88298,0.9252,0.69484,0.92406,0.90613,0.93522,0.61838,0.85658,1.45525,0.42047,0.01779,0,0.0002378,0.0002378,0.0002378
180,4869.77,0.66739,1.19156,0.45692,0.00746,0.44979,0.93029,0.85189,0.91697,0.69015,0.92104,0.86867,0.92508,0.61006,0.77474,1.34238,0.47253,0.01579,0,0.0002279,0.0002279,0.0002279
181,4896.78,0.65085,1.1541,0.45255,0.00777,0.48897,0.94264,0.85106,0.91375,0.67821,0.92149,0.89362,0.91557,0.60501,0.78732,1.37743,0.50037,0.01645,0,0.000218,0.000218,0.000218
182,4923.82,0.65898,1.17622,0.42935,0.00759,0.48575,0.90063,0.87234,0.90749,0.67996,0.90299,0.8617,0.91137,0.6023,0.76206,1.38595,0.50756,0.01662,0,0.0002081,0.0002081,0.0002081
183,4950.81,0.65977,1.18687,0.4177,0.00777,0.4692,0.90828,0.88298,0.91104,0.67701,0.9198,0.89362,0.92181,0.60932,0.8191,1.45038,0.51315,0.01829,0,0.0001982,0.0001982,0.0001982
184,4977.79,0.62693,1.10889,0.36827,0.00733,0.44432,0.92955,0.84225,0.92259,0.68817,0.92955,0.84225,0.93186,0.61076,0.76358,1.41312,0.49737,0.0166,0,0.0001883,0.0001883,0.0001883
185,5004.77,0.65933,1.12547,0.44583,0.0076,0.48528,0.93319,0.8617,0.91667,0.69149,0.90687,0.89362,0.92639,0.60951,0.7582,1.41423,0.46944,0.01579,0,0.0001784,0.0001784,0.0001784
186,5031.77,0.63448,1.12612,0.40847,0.00725,0.4623,0.92484,0.85106,0.90048,0.67846,0.87587,0.90083,0.91692,0.60525,0.75403,1.4483,0.51014,0.01562,0,0.0001685,0.0001685,0.0001685
187,5058.77,0.62892,1.1704,0.40048,0.00718,0.46939,0.95253,0.85391,0.91949,0.69677,0.95259,0.85506,0.93337,0.62295,0.73929,1.42099,0.57429,0.01595,0,0.0001586,0.0001586,0.0001586
188,5085.76,0.64173,1.14597,0.38703,0.00765,0.44803,0.93097,0.86082,0.92384,0.70163,0.92074,0.86509,0.92799,0.61412,0.73489,1.41424,0.47271,0.01557,0,0.0001487,0.0001487,0.0001487
189,5112.76,0.62787,1.07622,0.38783,0.00741,0.42724,0.93343,0.85106,0.91546,0.70057,0.93151,0.86818,0.93544,0.61833,0.77007,1.44213,0.46704,0.0161,0,0.0001388,0.0001388,0.0001388
190,5139.75,0.62936,1.1692,0.39016,0.00714,0.45098,0.94614,0.8617,0.91817,0.69979,0.94614,0.8617,0.92633,0.60732,0.72323,1.41994,0.44807,0.01528,0,0.0001289,0.0001289,0.0001289
191,5167.47,0.56896,0.97915,0.29514,0.00949,0.41345,0.95217,0.84718,0.92217,0.66763,0.90516,0.91384,0.934,0.59735,0.85252,1.5177,0.4754,0.01797,0,0.000119,0.000119,0.000119
192,5194.33,0.56246,0.93578,0.25659,0.00932,0.39027,0.93095,0.86055,0.92022,0.6886,0.94306,0.88099,0.93193,0.60888,0.79376,1.46581,0.45319,0.01727,0,0.0001091,0.0001091,0.0001091
193,5221.18,0.5415,0.93147,0.27692,0.00902,0.39118,0.93208,0.85106,0.90845,0.6875,0.89423,0.91489,0.94323,0.60324,0.76325,1.41376,0.41886,0.01581,0,9.92e-05,9.92e-05,9.92e-05
194,5248.01,0.52059,0.93165,0.24825,0.00864,0.38524,0.89931,0.8617,0.89009,0.65505,0.88865,0.90426,0.92093,0.58483,0.82434,1.4385,0.45223,0.01705,0,8.93e-05,8.93e-05,8.93e-05
195,5274.86,0.49191,0.89836,0.22157,0.00804,0.36799,0.91862,0.8617,0.90185,0.68133,0.92295,0.89206,0.92673,0.59929,0.76836,1.4305,0.42484,0.01613,0,7.94e-05,7.94e-05,7.94e-05
196,5301.72,0.4951,0.89369,0.23281,0.00804,0.34741,0.90923,0.8617,0.90724,0.68433,0.93325,0.89236,0.9305,0.61173,0.7946,1.4353,0.45819,0.01665,0,6.95e-05,6.95e-05,6.95e-05
197,5328.57,0.50083,0.90385,0.24503,0.00832,0.36342,0.9408,0.84537,0.90532,0.68753,0.93211,0.87636,0.9374,0.61213,0.79513,1.44602,0.47147,0.0165,0,5.96e-05,5.96e-05,5.96e-05
