epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
12,261,1.11894,2.16606,1.07831,1.28851,0,0.8884,0.8617,0.88972,0.64369,0.89962,0.87234,0.89877,0.54193,0.84869,1.65532,0.7729,1.11547,0,0.0018911,0.0018911,0.0018911
13,282.484,1.13682,2.27362,1.12165,1.32498,0,0.91838,0.80851,0.8794,0.65584,0.91838,0.80851,0.87839,0.5557,0.79995,1.71599,0.91492,1.10117,0,0.0018812,0.0018812,0.0018812
14,303.963,1.11563,2.23051,1.05402,1.28896,0,0.92348,0.85106,0.9001,0.62376,0.93582,0.8617,0.90837,0.55271,0.91303,1.73856,0.77556,1.15075,0,0.0018713,0.0018713,0.0018713
15,325.421,1.14405,2.16198,1.10807,1.32514,0,0.9071,0.84043,0.88561,0.59519,0.91893,0.85106,0.89492,0.54592,0.97535,1.65356,0.82003,1.20104,0,0.0018614,0.0018614,0.0018614
16,346.893,1.12233,2.17053,1.06402,1.28197,0,0.91491,0.84043,0.88336,0.64267,0.91491,0.84043,0.88373,0.54477,0.89257,1.61946,0.85437,1.13526,0,0.0018515,0.0018515,0.0018515
17,368.367,1.10935,2.14236,1.0654,1.29632,0,0.89881,0.85049,0.8974,0.64703,0.91006,0.86113,0.91163,0.55858,0.88236,1.50257,0.78848,1.11622,0,0.0018416,0.0018416,0.0018416
18,389.844,1.06907,2.09751,1.02282,1.27043,0,0.89533,0.81902,0.83406,0.58485,0.90241,0.80851,0.81533,0.45073,1.30474,2.10483,1.23447,1.31281,0,0.0018317,0.0018317,0.0018317
19,411.319,1.11756,2.14091,1.01756,1.29427,0,0.88803,0.84377,0.89656,0.597,0.88803,0.84377,0.89703,0.52986,1.02372,1.75147,0.80614,1.19618,0,0.0018218,0.0018218,0.0018218
20,432.774,1.0752,2.09748,1.02877,1.27668,0,0.89086,0.86837,0.923,0.67634,0.90177,0.87901,0.92462,0.58468,0.88379,1.54884,0.79324,1.11779,0,0.0018119,0.0018119,0.0018119
21,454.242,1.02355,2.0793,0.9817,1.24927,0,0.89276,0.79705,0.85599,0.63059,0.86385,0.81001,0.86013,0.52431,0.85588,1.82942,0.80482,1.13598,0,0.001802,0.001802,0.001802
22,475.685,1.01921,2.08744,1.01151,1.24418,0,0.92832,0.82669,0.91549,0.69386,0.94027,0.83733,0.92519,0.5206,0.73796,2.04996,0.65104,1.04313,0,0.0017921,0.0017921,0.0017921
23,497.14,1.0143,2.00795,0.94776,1.23237,0,0.93012,0.85106,0.90359,0.67947,0.93088,0.85963,0.90808,0.56627,0.92099,1.57048,0.66166,1.17154,0,0.0017822,0.0017822,0.0017822
24,518.675,0.99714,2.03435,0.93962,1.21565,0,0.91471,0.82979,0.8917,0.66813,0.92973,0.85106,0.90017,0.54584,0.81386,1.66738,0.64506,1.07508,0,0.0017723,0.0017723,0.0017723
25,540.181,1.01808,1.99181,0.9383,1.23873,0,0.91795,0.83312,0.91517,0.69003,0.91795,0.83312,0.91805,0.57768,0.75674,1.54852,0.65356,1.05275,0,0.0017624,0.0017624,0.0017624
26,561.686,0.99671,2.05202,0.92801,1.22478,0,0.94175,0.86001,0.92003,0.67014,0.94175,0.86001,0.91351,0.5578,0.85028,1.73473,0.64697,1.0946,0,0.0017525,0.0017525,0.0017525
27,583.187,1.02472,2.09098,0.99132,1.25981,0,0.83929,0.83336,0.85726,0.59892,0.83929,0.83336,0.85473,0.54726,1.04277,1.68003,0.9316,1.19007,0,0.0017426,0.0017426,0.0017426
28,604.673,0.99876,2.00538,0.97154,1.24247,0,0.87045,0.85778,0.89396,0.65379,0.88125,0.86841,0.8977,0.57138,0.73055,1.5467,0.67589,1.04607,0,0.0017327,0.0017327,0.0017327
29,626.167,1.01605,1.99511,0.93831,1.24601,0,0.9129,0.85106,0.89075,0.66234,0.91252,0.8617,0.89576,0.56129,0.79186,1.48789,0.65303,1.08011,0,0.0017228,0.0017228,0.0017228
30,647.623,0.99702,1.99971,0.92857,1.24269,0,0.9167,0.85106,0.89475,0.6601,0.92025,0.8617,0.8999,0.53601,0.92205,1.71087,0.76255,1.14927,0,0.0017129,0.0017129,0.0017129
31,669.08,1.00128,2.00124,0.91452,1.23184,0,0.91605,0.84043,0.92608,0.67744,0.91605,0.84043,0.92865,0.59771,0.93343,1.47762,0.73272,1.12351,0,0.001703,0.001703,0.001703
32,690.531,1.00789,2.04123,0.96324,1.25933,0,0.92746,0.81612,0.91839,0.69319,0.91507,0.80233,0.90419,0.56678,0.69634,1.62491,0.65357,1.04609,0,0.0016931,0.0016931,0.0016931
33,712.008,1.0055,1.98303,0.94835,1.22911,0,0.87281,0.80307,0.87129,0.6414,0.86128,0.79267,0.85389,0.53913,0.78984,1.6803,0.7257,1.07242,0,0.0016832,0.0016832,0.0016832
34,733.5,0.97211,1.95658,0.88592,1.21709,0,0.92906,0.83597,0.91559,0.69487,0.91863,0.84067,0.91734,0.56103,0.83871,1.6088,0.64756,1.0983,0,0.0016733,0.0016733,0.0016733
35,754.97,0.96547,1.97255,0.92291,1.21641,0,0.91742,0.8273,0.90384,0.68019,0.91579,0.84043,0.9065,0.55635,0.80596,1.74066,0.66816,1.07244,0,0.0016634,0.0016634,0.0016634
36,776.456,0.98432,2.02416,0.9168,1.21585,0,0.92689,0.87234,0.92681,0.68508,0.91769,0.85106,0.92553,0.56838,0.78311,1.54771,0.60899,1.0774,0,0.0016535,0.0016535,0.0016535
37,797.899,1.00006,2.01713,0.92041,1.23293,0,0.88196,0.79485,0.88018,0.65645,0.90555,0.81598,0.89355,0.58369,0.79047,1.53829,0.80105,1.08037,0,0.0016436,0.0016436,0.0016436
38,819.321,1.03304,1.98209,0.91886,1.25086,0,0.90944,0.76596,0.84265,0.62795,0.90944,0.76596,0.8238,0.47885,0.89461,2.18391,0.74937,1.13967,0,0.0016337,0.0016337,0.0016337
39,840.811,1.01552,2.00816,0.93672,1.23797,0,0.93861,0.85106,0.93311,0.7009,0.93861,0.85106,0.92381,0.58966,0.7345,1.49265,0.71109,1.06381,0,0.0016238,0.0016238,0.0016238
40,862.325,0.97905,1.90702,0.90098,1.23334,0,0.93019,0.85054,0.93161,0.7025,0.93019,0.85054,0.93032,0.59182,0.724,1.39376,0.61514,1.05935,0,0.0016139,0.0016139,0.0016139
41,883.851,0.93049,1.84359,0.83569,1.17484,0,0.93863,0.8617,0.92625,0.71711,0.92978,0.85106,0.9246,0.59232,0.71386,1.43861,0.58251,1.02499,0,0.001604,0.001604,0.001604
42,905.346,0.93137,1.87325,0.84229,1.17835,0,0.91112,0.87242,0.93065,0.72801,0.91112,0.87242,0.93065,0.61041,0.68746,1.42653,0.5206,1.0248,0,0.0015941,0.0015941,0.0015941
43,926.825,0.94879,1.88427,0.83015,1.2035,0,0.92655,0.82979,0.92361,0.67988,0.92655,0.82979,0.92398,0.55628,0.82439,1.74406,0.84891,1.09412,0,0.0015842,0.0015842,0.0015842
44,948.313,0.96614,1.93911,0.89967,1.21844,0,0.92997,0.84762,0.92409,0.70769,0.92997,0.84762,0.92706,0.5925,0.74877,1.51552,0.58163,1.05947,0,0.0015743,0.0015743,0.0015743
45,969.812,0.94415,1.88925,0.85234,1.19957,0,0.91429,0.82979,0.91665,0.66823,0.91828,0.83682,0.92175,0.57632,0.89305,1.54143,0.5989,1.1284,0,0.0015644,0.0015644,0.0015644
46,991.28,0.977,1.92365,0.89462,1.21427,0,0.93671,0.8617,0.93461,0.68776,0.93671,0.8617,0.93357,0.61109,0.85724,1.45124,0.67317,1.13709,0,0.0015545,0.0015545,0.0015545
47,1012.8,0.93565,1.85272,0.85264,1.1925,0,0.86269,0.86889,0.92246,0.69604,0.85221,0.85883,0.91046,0.58477,0.81331,1.5514,0.60296,1.08361,0,0.0015446,0.0015446,0.0015446
48,1034.26,0.95062,1.8754,0.89376,1.21108,0,0.92029,0.8598,0.94006,0.71958,0.93164,0.86992,0.93717,0.60196,0.69256,1.62711,0.5802,1.01893,0,0.0015347,0.0015347,0.0015347
49,1055.77,0.93008,1.79488,0.83216,1.18666,0,0.92735,0.84043,0.93052,0.70776,0.91561,0.82979,0.92053,0.55845,0.71969,1.63157,0.58071,1.05063,0,0.0015248,0.0015248,0.0015248
50,1077.27,0.97526,1.88749,0.85448,1.21704,0,0.91486,0.84043,0.91888,0.71295,0.91486,0.84043,0.91869,0.61347,0.74114,1.35295,0.54918,1.03544,0,0.0015149,0.0015149,0.0015149
51,1098.76,0.91678,1.78085,0.78863,1.18134,0,0.91706,0.82339,0.89809,0.68833,0.92891,0.83403,0.90967,0.5645,0.73925,1.64547,0.70616,1.04077,0,0.001505,0.001505,0.001505
52,1120.25,0.92814,1.85425,0.82848,1.19497,0,0.93012,0.84956,0.9403,0.7108,0.91847,0.83892,0.92738,0.62069,0.74206,1.36182,0.55555,1.05601,0,0.0014951,0.0014951,0.0014951
53,1141.73,0.84102,1.71625,0.756,1.1451,0,0.92857,0.82976,0.91562,0.70251,0.92857,0.82976,0.91297,0.61607,0.65916,1.37033,0.54431,1.02625,0,0.0014852,0.0014852,0.0014852
54,1163.21,0.88696,1.84248,0.7995,1.18145,0,0.91608,0.81293,0.91783,0.70406,0.91608,0.81293,0.90933,0.58215,0.67478,1.51576,0.59678,1.03047,0,0.0014753,0.0014753,0.0014753
55,1184.71,0.92333,1.79472,0.82554,1.17367,0,0.88628,0.85106,0.93285,0.72193,0.88628,0.85106,0.93039,0.6085,0.74672,1.5051,0.57475,1.02293,0,0.0014654,0.0014654,0.0014654
56,1206.19,0.94908,1.87289,0.84756,1.20549,0,0.92918,0.83747,0.90996,0.69786,0.92913,0.8369,0.90042,0.56295,0.72035,1.6081,0.66829,1.04844,0,0.0014555,0.0014555,0.0014555
57,1227.71,0.90754,1.82134,0.78511,1.18676,0,0.93012,0.84956,0.91411,0.72082,0.93012,0.84956,0.91122,0.60488,0.6848,1.36116,0.56228,1.0149,0,0.0014456,0.0014456,0.0014456
58,1249.19,0.85159,1.8115,0.74938,1.15212,0,0.8826,0.81915,0.87836,0.64379,0.87114,0.80851,0.85501,0.54753,0.76608,1.74618,0.69714,1.08163,0,0.0014357,0.0014357,0.0014357
59,1270.65,0.89042,1.76626,0.80222,1.16181,0,0.93939,0.82448,0.90961,0.71262,0.93939,0.82448,0.90474,0.59769,0.78608,1.44752,0.54798,1.03665,0,0.0014258,0.0014258,0.0014258
60,1292.09,0.88425,1.75937,0.81261,1.1713,0,0.92046,0.82979,0.90039,0.66453,0.92046,0.82979,0.89743,0.57648,0.87749,1.45796,0.57987,1.12243,0,0.0014159,0.0014159,0.0014159
61,1313.61,0.92819,1.81928,0.81596,1.18692,0,0.89841,0.82979,0.91033,0.69305,0.8937,0.84043,0.91822,0.59937,0.76464,1.46452,0.59229,1.02928,0,0.001406,0.001406,0.001406
62,1335.07,0.89451,1.79329,0.78682,1.1635,0,0.91786,0.85106,0.92557,0.72235,0.91786,0.85106,0.92498,0.59124,0.65418,1.40484,0.57863,0.9991,0,0.0013961,0.0013961,0.0013961
63,1356.52,0.92908,1.83133,0.82405,1.18882,0,0.86591,0.91489,0.93066,0.69989,0.85562,0.90426,0.92404,0.58248,0.73141,1.6678,0.60839,1.03952,0,0.0013862,0.0013862,0.0013862
64,1377.96,0.93232,1.81905,0.79113,1.18287,0,0.92581,0.84043,0.92621,0.71661,0.92992,0.84706,0.92896,0.60119,0.72738,1.45822,0.54406,1.01639,0,0.0013763,0.0013763,0.0013763
65,1399.38,0.86199,1.81433,0.75406,1.1382,0,0.90468,0.8617,0.91312,0.70175,0.89291,0.85106,0.89567,0.53321,0.65418,1.76307,0.54142,1.00305,0,0.0013664,0.0013664,0.0013664
66,1420.84,0.86279,1.7993,0.74924,1.1435,0,0.93381,0.85106,0.93978,0.72468,0.92214,0.84043,0.92916,0.6076,0.68252,1.46741,0.51778,1.0483,0,0.0013565,0.0013565,0.0013565
67,1442.32,0.90274,1.78238,0.81931,1.18226,0,0.90821,0.84208,0.91446,0.68664,0.90588,0.81908,0.90451,0.52683,0.71928,1.73171,0.6666,1.0768,0,0.0013466,0.0013466,0.0013466
68,1463.84,0.85316,1.73597,0.7735,1.14001,0,0.91004,0.86099,0.93005,0.70698,0.91004,0.86099,0.92984,0.5836,0.73869,1.4355,0.58057,1.02717,0,0.0013367,0.0013367,0.0013367
69,1485.33,0.8831,1.79382,0.78712,1.15711,0,0.91844,0.71885,0.76923,0.5938,0.89115,0.7234,0.7682,0.49139,0.73805,1.98985,1.10814,1.05322,0,0.0013268,0.0013268,0.0013268
70,1506.81,0.88877,1.89107,0.81774,1.16128,0,0.91489,0.85106,0.92588,0.69259,0.92633,0.8617,0.91734,0.53968,0.73489,1.77017,0.56564,1.02858,0,0.0013169,0.0013169,0.0013169
71,1528.25,0.90641,1.84756,0.80225,1.17725,0,0.93786,0.84043,0.92274,0.68766,0.93786,0.84043,0.92994,0.59209,0.67337,1.43575,0.54186,1.02201,0,0.001307,0.001307,0.001307
72,1549.72,0.8942,1.81227,0.79494,1.16101,0,0.90893,0.84939,0.91342,0.6849,0.90893,0.84939,0.90819,0.59073,0.82668,1.52874,0.62612,1.05602,0,0.0012971,0.0012971,0.0012971
73,1571.2,0.88784,1.7346,0.77267,1.15832,0,0.9308,0.85855,0.93541,0.72288,0.9308,0.85855,0.9336,0.59943,0.71148,1.37619,0.55099,1.03377,0,0.0012872,0.0012872,0.0012872
74,1592.67,0.91208,1.76973,0.79646,1.1858,0,0.95075,0.81915,0.91202,0.69986,0.95075,0.81915,0.91156,0.58266,0.7807,1.52121,0.65688,1.0209,0,0.0012773,0.0012773,0.0012773
75,1614.14,0.87538,1.70188,0.74318,1.16567,0,0.93663,0.82979,0.93393,0.71446,0.89942,0.85619,0.93318,0.61586,0.67514,1.3494,0.51378,1.0039,0,0.0012674,0.0012674,0.0012674
76,1635.59,0.88814,1.78877,0.78304,1.16817,0,0.8645,0.87234,0.929,0.72327,0.8645,0.87234,0.92999,0.60707,0.69636,1.43628,0.54858,1.01409,0,0.0012575,0.0012575,0.0012575
77,1657.08,0.82755,1.69768,0.71944,1.12957,0,0.94111,0.85006,0.93259,0.72895,0.94111,0.85006,0.93259,0.59231,0.74165,1.44611,0.52209,1.02315,0,0.0012476,0.0012476,0.0012476
78,1678.56,0.8355,1.77831,0.73429,1.12547,0,0.83477,0.91489,0.94461,0.73924,0.85041,0.92553,0.9506,0.61901,0.74498,1.34125,0.50683,1.02041,0,0.0012377,0.0012377,0.0012377
79,1700.04,0.82206,1.65273,0.73917,1.13548,0,0.89244,0.87234,0.94339,0.74377,0.89244,0.87234,0.94127,0.6006,0.68485,1.45872,0.49795,0.99446,0,0.0012278,0.0012278,0.0012278
80,1721.52,0.81963,1.69404,0.7438,1.12531,0,0.90075,0.84043,0.94519,0.72543,0.90075,0.84043,0.94519,0.61463,0.75396,1.32826,0.5081,1.0253,0,0.0012179,0.0012179,0.0012179
81,1742.97,0.82958,1.69742,0.72194,1.1434,0,0.87701,0.84043,0.93392,0.70859,0.91704,0.79787,0.92391,0.5909,0.70053,1.45896,0.54537,1.03786,0,0.001208,0.001208,0.001208
82,1764.39,0.85423,1.71696,0.72721,1.14122,0,0.89816,0.88298,0.90925,0.71854,0.9201,0.88298,0.91149,0.59612,0.7001,1.36961,0.5059,1.00267,0,0.0011981,0.0011981,0.0011981
83,1785.79,0.86659,1.7042,0.71425,1.14399,0,0.8591,0.84323,0.91009,0.71005,0.86993,0.85386,0.9231,0.60105,0.73123,1.38629,0.58612,1.0084,0,0.0011882,0.0011882,0.0011882
84,1807.26,0.82049,1.67313,0.74013,1.12853,0,0.92012,0.85784,0.93572,0.73646,0.92012,0.85784,0.93696,0.60854,0.69995,1.36924,0.52837,0.99583,0,0.0011783,0.0011783,0.0011783
85,1828.76,0.82352,1.68253,0.70832,1.13089,0,0.8635,0.87489,0.93521,0.72701,0.85264,0.88298,0.94098,0.60215,0.80603,1.39547,0.53431,1.06523,0,0.0011684,0.0011684,0.0011684
86,1850.21,0.81831,1.68198,0.68877,1.13025,0,0.91878,0.84043,0.93676,0.74149,0.92842,0.8279,0.9259,0.6167,0.71405,1.34407,0.49507,1.01437,0,0.0011585,0.0011585,0.0011585
87,1871.7,0.85248,1.73613,0.7365,1.13948,0,0.79347,0.89922,0.924,0.70828,0.79347,0.89922,0.92128,0.5914,0.73998,1.46734,0.53609,1.04164,0,0.0011486,0.0011486,0.0011486
88,1893.17,0.78539,1.60276,0.67017,1.10529,0,0.92701,0.84043,0.93305,0.72907,0.92701,0.84043,0.93381,0.5892,0.73423,1.50976,0.48698,1.0342,0,0.0011387,0.0011387,0.0011387
89,1914.65,0.8259,1.6726,0.73601,1.13601,0,0.88753,0.82979,0.93512,0.70411,0.90668,0.82686,0.93323,0.60516,0.77904,1.36889,0.51877,1.06028,0,0.0011288,0.0011288,0.0011288
90,1936.14,0.80472,1.61027,0.70483,1.11193,0,0.93043,0.85364,0.94919,0.7082,0.93043,0.85364,0.94538,0.61663,0.8564,1.36297,0.51593,1.09554,0,0.0011189,0.0011189,0.0011189
91,1957.58,0.83843,1.67327,0.76422,1.14212,0,0.93959,0.82728,0.92829,0.71573,0.93959,0.82728,0.92829,0.60066,0.67984,1.33473,0.47716,1.01668,0,0.001109,0.001109,0.001109
92,1979.06,0.8158,1.69868,0.70554,1.12687,0,0.87129,0.86421,0.93274,0.70843,0.86501,0.87234,0.93675,0.61496,0.69792,1.33276,0.50376,1.04788,0,0.0010991,0.0010991,0.0010991
93,2000.53,0.79613,1.6392,0.68582,1.12409,0,0.93943,0.82509,0.93041,0.72516,0.93943,0.82509,0.93041,0.60825,0.77483,1.38849,0.546,1.04087,0,0.0010892,0.0010892,0.0010892
94,2022.02,0.78538,1.65811,0.72989,1.10875,0,0.90218,0.78492,0.88376,0.65624,0.83506,0.87234,0.89495,0.56012,0.89246,1.49821,0.59911,1.13884,0,0.0010793,0.0010793,0.0010793
95,2043.5,0.81471,1.63494,0.69726,1.12043,0,0.94317,0.80851,0.92479,0.71915,0.94317,0.80851,0.92479,0.61106,0.71166,1.35538,0.49351,1.02387,0,0.0010694,0.0010694,0.0010694
96,2064.96,0.8127,1.65463,0.70981,1.12221,0,0.92184,0.87836,0.9357,0.73505,0.93659,0.85106,0.92936,0.61057,0.6643,1.34132,0.47237,1.01828,0,0.0010595,0.0010595,0.0010595
97,2086.48,0.77157,1.58374,0.66898,1.10398,0,0.84196,0.92553,0.94772,0.72268,0.82975,0.91489,0.93924,0.61182,0.72331,1.34396,0.46334,1.03865,0,0.0010496,0.0010496,0.0010496
98,2107.96,0.77932,1.63295,0.66777,1.09752,0,0.88384,0.80949,0.9283,0.72405,0.88384,0.80949,0.92803,0.60403,0.75109,1.32397,0.53868,1.0391,0,0.0010397,0.0010397,0.0010397
99,2129.44,0.77858,1.61964,0.6633,1.10777,0,0.89804,0.84043,0.93632,0.72824,0.89804,0.84043,0.93402,0.60742,0.76603,1.36855,0.52525,1.03316,0,0.0010298,0.0010298,0.0010298
100,2150.93,0.77609,1.63308,0.65176,1.0998,0,0.94038,0.83901,0.94783,0.73339,0.95122,0.82977,0.9396,0.61626,0.69662,1.46528,0.48963,1.03635,0,0.0010199,0.0010199,0.0010199
101,2172.42,0.81555,1.63031,0.74839,1.11359,0,0.82503,0.8528,0.91045,0.70985,0.82503,0.8528,0.90682,0.5956,0.75703,1.33645,0.56754,1.03282,0,0.00101,0.00101,0.00101
102,2193.87,0.75552,1.57617,0.62925,1.10193,0,0.93136,0.86616,0.89851,0.70822,0.93136,0.86616,0.89851,0.59325,0.71626,1.35645,0.49332,1.02033,0,0.0010001,0.0010001,0.0010001
103,2215.38,0.81357,1.60043,0.68365,1.13604,0,0.90875,0.84761,0.91521,0.72327,0.90875,0.84761,0.91381,0.60418,0.65274,1.38825,0.52261,0.97965,0,0.0009902,0.0009902,0.0009902
104,2236.83,0.76421,1.66511,0.65518,1.09454,0,0.93078,0.85832,0.94022,0.74206,0.93078,0.85832,0.93456,0.61946,0.60406,1.32313,0.46329,0.96186,0,0.0009803,0.0009803,0.0009803
105,2258.29,0.77588,1.57327,0.68476,1.10091,0,0.83218,0.8968,0.94731,0.73779,0.83218,0.8968,0.93764,0.62639,0.7141,1.30135,0.51428,1.02225,0,0.0009704,0.0009704,0.0009704
106,2279.75,0.77437,1.56274,0.6519,1.11001,0,0.93213,0.87665,0.94806,0.75201,0.92082,0.86602,0.94408,0.62805,0.64899,1.33089,0.48804,0.98464,0,0.0009605,0.0009605,0.0009605
107,2301.26,0.77239,1.58326,0.62984,1.09666,0,0.90054,0.86689,0.95023,0.73608,0.88635,0.8617,0.93973,0.61657,0.62238,1.37564,0.53306,0.98328,0,0.0009506,0.0009506,0.0009506
108,2322.73,0.74808,1.59398,0.64834,1.09151,0,0.83543,0.89362,0.94121,0.73949,0.95066,0.79787,0.9451,0.60923,0.67156,1.43188,0.5522,0.99418,0,0.0009407,0.0009407,0.0009407
109,2344.21,0.74727,1.60452,0.64847,1.09598,0,0.8711,0.8627,0.91257,0.69697,0.8711,0.8627,0.91354,0.59891,0.73648,1.51452,0.6039,1.02868,0,0.0009308,0.0009308,0.0009308
110,2365.63,0.7992,1.59237,0.68405,1.11596,0,0.8816,0.87136,0.93014,0.73017,0.8816,0.87136,0.93014,0.60538,0.7502,1.34266,0.53346,1.02309,0,0.0009209,0.0009209,0.0009209
111,2387.08,0.78485,1.58949,0.66386,1.11723,0,0.91779,0.81915,0.92329,0.71998,0.91779,0.81915,0.92321,0.62467,0.72133,1.30976,0.47326,1.01373,0,0.000911,0.000911,0.000911
112,2408.51,0.77712,1.62916,0.63253,1.09741,0,0.85326,0.89362,0.92556,0.73682,0.85326,0.89362,0.9245,0.61111,0.64293,1.38024,0.48547,0.98006,0,0.0009011,0.0009011,0.0009011
113,2429.94,0.75118,1.54059,0.65392,1.07841,0,0.85812,0.90081,0.93521,0.726,0.85812,0.90081,0.93467,0.61816,0.67049,1.32525,0.46825,0.98679,0,0.0008912,0.0008912,0.0008912
114,2451.4,0.80728,1.59288,0.69475,1.11147,0,0.83212,0.89643,0.92233,0.72749,0.83212,0.89643,0.92109,0.59403,0.66258,1.44768,0.50662,0.99935,0,0.0008813,0.0008813,0.0008813
115,2472.87,0.74864,1.57455,0.6319,1.08454,0,0.88787,0.84043,0.92812,0.72958,0.88787,0.84043,0.92947,0.62433,0.74553,1.34837,0.51028,1.03024,0,0.0008714,0.0008714,0.0008714
116,2494.3,0.76001,1.57231,0.63986,1.07704,0,0.89991,0.86083,0.90829,0.72617,0.89991,0.86083,0.90931,0.6118,0.6074,1.3453,0.5056,0.98401,0,0.0008615,0.0008615,0.0008615
117,2515.76,0.72051,1.50127,0.60777,1.07931,0,0.89448,0.84043,0.92256,0.74472,0.89448,0.84043,0.92256,0.61407,0.70066,1.30838,0.47803,0.99599,0,0.0008516,0.0008516,0.0008516
118,2537.2,0.74108,1.52773,0.63926,1.0916,0,0.96317,0.83466,0.9182,0.7359,0.96317,0.83466,0.9182,0.62492,0.69008,1.32024,0.46614,0.99588,0,0.0008417,0.0008417,0.0008417
119,2558.67,0.75537,1.5531,0.63533,1.09362,0,0.86671,0.88298,0.9202,0.72176,0.85599,0.87234,0.91834,0.59146,0.63767,1.42034,0.518,0.98193,0,0.0008318,0.0008318,0.0008318
120,2580.14,0.73696,1.59743,0.64861,1.08593,0,0.79394,0.87234,0.91606,0.71384,0.79929,0.88298,0.92208,0.6033,0.74437,1.40319,0.5298,1.02221,0,0.0008219,0.0008219,0.0008219
121,2601.6,0.71699,1.51763,0.63287,1.07315,0,0.78926,0.8617,0.89283,0.69272,0.78926,0.8617,0.89263,0.59469,0.73321,1.30964,0.5854,1.01712,0,0.000812,0.000812,0.000812
122,2623.07,0.69166,1.48594,0.58702,1.06084,0,0.93743,0.8617,0.91635,0.73299,0.93743,0.8617,0.91343,0.59288,0.6278,1.44061,0.49628,0.97773,0,0.0008021,0.0008021,0.0008021
123,2644.48,0.71115,1.5513,0.62066,1.07623,0,0.91819,0.84043,0.928,0.74195,0.92127,0.81915,0.92645,0.6074,0.5735,1.37761,0.4523,0.97813,0,0.0007922,0.0007922,0.0007922
124,2665.92,0.73431,1.4985,0.6332,1.077,0,0.84608,0.88298,0.91183,0.72979,0.83537,0.87234,0.9065,0.60246,0.61664,1.36443,0.52775,0.96053,0,0.0007823,0.0007823,0.0007823
125,2687.41,0.738,1.54077,0.6184,1.07446,0,0.82521,0.90405,0.91504,0.71339,0.82521,0.90405,0.91871,0.61153,0.69636,1.34826,0.54811,1.00212,0,0.0007724,0.0007724,0.0007724
