epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
126,2708.91,0.72532,1.48916,0.60678,1.06334,0,0.8747,0.89121,0.92071,0.70877,0.87404,0.88584,0.91789,0.60157,0.65934,1.34258,0.50106,1.0393,0,0.0007625,0.0007625,0.0007625
127,2730.38,0.76937,1.59703,0.62821,1.09649,0,0.92659,0.80851,0.91354,0.69711,0.92659,0.80851,0.91162,0.60383,0.65277,1.39026,0.50225,1.02955,0,0.0007526,0.0007526,0.0007526
128,2751.8,0.69553,1.46362,0.61082,1.07566,0,0.8823,0.87721,0.92991,0.72586,0.88272,0.88079,0.93291,0.60768,0.72159,1.31728,0.49244,1.00955,0,0.0007427,0.0007427,0.0007427
129,2773.21,0.74295,1.48105,0.64305,1.08112,0,0.81215,0.91991,0.91717,0.70791,0.88983,0.85106,0.91477,0.60093,0.66329,1.3242,0.5033,0.99227,0,0.0007328,0.0007328,0.0007328
130,2794.7,0.69314,1.50802,0.6188,1.05674,0,0.875,0.89361,0.89929,0.70377,0.86458,0.88297,0.89721,0.5964,0.65476,1.28773,0.50029,0.99094,0,0.0007229,0.0007229,0.0007229
131,2816.15,0.70152,1.46337,0.5776,1.05491,0,0.83061,0.88684,0.90882,0.69816,0.84055,0.8973,0.91385,0.60332,0.65061,1.2891,0.45978,1.02704,0,0.000713,0.000713,0.000713
132,2837.65,0.70905,1.51513,0.60066,1.05688,0,0.88857,0.84837,0.91882,0.73152,0.88857,0.84837,0.92001,0.60674,0.58348,1.29442,0.47007,0.96951,0,0.0007031,0.0007031,0.0007031
133,2859.14,0.73027,1.51957,0.62285,1.07765,0,0.9003,0.86464,0.90317,0.71295,0.9003,0.86464,0.90413,0.6028,0.67572,1.27381,0.49285,0.97942,0,0.0006932,0.0006932,0.0006932
134,2880.62,0.69399,1.45131,0.5808,1.05578,0,0.82848,0.87354,0.91301,0.72303,0.81839,0.8629,0.90971,0.60653,0.6825,1.27524,0.50859,0.9913,0,0.0006833,0.0006833,0.0006833
135,2902.11,0.69807,1.44342,0.59594,1.05584,0,0.81415,0.89362,0.89298,0.69449,0.80246,0.88298,0.88497,0.58326,0.66008,1.3338,0.52531,0.98623,0,0.0006734,0.0006734,0.0006734
136,2923.6,0.6849,1.48369,0.58864,1.05249,0,0.80978,0.90576,0.88814,0.7145,0.88873,0.81915,0.87971,0.59348,0.60404,1.31406,0.49924,0.97219,0,0.0006635,0.0006635,0.0006635
137,2945.1,0.67482,1.42178,0.58421,1.04696,0,0.82239,0.88666,0.90914,0.70485,0.82194,0.88298,0.91472,0.59479,0.65624,1.34994,0.47137,1.01855,0,0.0006536,0.0006536,0.0006536
138,2966.58,0.68749,1.42791,0.59316,1.04606,0,0.84666,0.89362,0.91301,0.73269,0.84666,0.89362,0.91301,0.60884,0.66685,1.31944,0.50788,0.98033,0,0.0006437,0.0006437,0.0006437
139,2988.06,0.69453,1.44211,0.57452,1.05773,0,0.88212,0.87234,0.89988,0.71292,0.91183,0.85106,0.89213,0.58939,0.75712,1.31267,0.50205,1.04535,0,0.0006338,0.0006338,0.0006338
140,3009.55,0.68665,1.42405,0.56635,1.05195,0,0.8038,0.91489,0.90438,0.70157,0.79446,0.90426,0.90039,0.59283,0.75632,1.32096,0.50636,1.0539,0,0.0006239,0.0006239,0.0006239
141,3033.57,0.66414,1.45121,0.55872,1.03507,0,0.84608,0.87722,0.91312,0.71401,0.84608,0.87722,0.9127,0.59039,0.68391,1.34674,0.48955,1.03502,0,0.000614,0.000614,0.000614
142,3055.04,0.66986,1.44508,0.54772,1.04431,0,0.91291,0.82979,0.92378,0.71968,0.91291,0.82979,0.92275,0.59594,0.77315,1.39195,0.47628,1.0764,0,0.0006041,0.0006041,0.0006041
143,3076.48,0.65946,1.41515,0.55161,1.04911,0,0.86518,0.81926,0.89722,0.68302,0.86518,0.81926,0.89501,0.57606,0.75586,1.31127,0.54218,1.04937,0,0.0005942,0.0005942,0.0005942
144,3097.9,0.66497,1.46086,0.55367,1.0311,0,0.88546,0.8224,0.90176,0.7058,0.89675,0.83158,0.9069,0.60108,0.73278,1.29449,0.52975,1.04134,0,0.0005843,0.0005843,0.0005843
145,3119.33,0.68825,1.42982,0.57696,1.04213,0,0.8496,0.90426,0.90974,0.70534,0.8596,0.91489,0.91499,0.60495,0.73833,1.3266,0.48849,1.09122,0,0.0005744,0.0005744,0.0005744
146,3140.78,0.66255,1.44204,0.55283,1.03789,0,0.78492,0.85414,0.83829,0.63966,0.78472,0.85311,0.8382,0.54093,0.68051,1.41121,0.56342,1.02528,0,0.0005645,0.0005645,0.0005645
147,3162.26,0.67854,1.4434,0.55315,1.05714,0,0.85858,0.85106,0.88614,0.69113,0.84461,0.84043,0.89338,0.58459,0.6773,1.30215,0.51181,1.0272,0,0.0005546,0.0005546,0.0005546
148,3183.7,0.65019,1.38196,0.55789,1.04404,0,0.81608,0.88298,0.89803,0.69959,0.86953,0.85106,0.90926,0.59882,0.85664,1.34746,0.53806,1.08804,0,0.0005447,0.0005447,0.0005447
149,3205.17,0.64185,1.43324,0.52235,1.02685,0,0.90013,0.86299,0.90096,0.70642,0.91118,0.87305,0.90856,0.61267,0.89764,1.34435,0.49859,1.116,0,0.0005348,0.0005348,0.0005348
150,3226.63,0.65752,1.3995,0.53238,1.04771,0,0.8401,0.8617,0.8737,0.67753,0.85048,0.87234,0.89265,0.59113,0.80004,1.30988,0.52611,1.06803,0,0.0005249,0.0005249,0.0005249
151,3248.07,0.66847,1.45019,0.56392,1.04914,0,0.86365,0.84043,0.89971,0.70091,0.86365,0.84043,0.89892,0.58407,0.73528,1.34506,0.49718,1.04151,0,0.000515,0.000515,0.000515
152,3269.51,0.64858,1.42605,0.54017,1.04279,0,0.80113,0.92553,0.90318,0.70464,0.88709,0.83586,0.90535,0.57931,0.80182,1.3766,0.51995,1.08836,0,0.0005051,0.0005051,0.0005051
153,3290.94,0.65916,1.38514,0.56887,1.04135,0,0.86707,0.85106,0.88181,0.67725,0.86859,0.85106,0.8775,0.57103,0.73042,1.3316,0.5602,1.03837,0,0.0004952,0.0004952,0.0004952
154,3312.34,0.63816,1.39029,0.52709,1.02849,0,0.8707,0.87234,0.86977,0.69809,0.88132,0.88298,0.87996,0.57451,0.67564,1.34836,0.4956,1.02846,0,0.0004853,0.0004853,0.0004853
155,3333.75,0.65069,1.43822,0.54251,1.03007,0,0.88013,0.8617,0.89522,0.69981,0.88013,0.8617,0.89522,0.57912,0.82436,1.34785,0.51016,1.09042,0,0.0004754,0.0004754,0.0004754
156,3355.2,0.64549,1.38449,0.53322,1.02704,0,0.88721,0.8368,0.88389,0.6827,0.88721,0.8368,0.88389,0.56515,0.70821,1.34007,0.51867,1.06339,0,0.0004655,0.0004655,0.0004655
157,3376.68,0.64799,1.3878,0.51588,1.024,0,0.8736,0.88232,0.90247,0.7103,0.8736,0.88232,0.91099,0.59713,0.79809,1.33017,0.52147,1.12222,0,0.0004556,0.0004556,0.0004556
158,3398.18,0.64131,1.36296,0.55099,1.02314,0,0.87189,0.8617,0.87433,0.69146,0.88303,0.87234,0.88246,0.5683,0.7484,1.40065,0.56052,1.08717,0,0.0004457,0.0004457,0.0004457
159,3419.65,0.64746,1.3962,0.53636,1.02653,0,0.83672,0.87223,0.88887,0.70416,0.84692,0.88287,0.89512,0.59382,0.75194,1.31462,0.55119,1.05813,0,0.0004358,0.0004358,0.0004358
160,3441.11,0.63595,1.36554,0.52343,1.03072,0,0.81722,0.85106,0.878,0.66355,0.83765,0.87234,0.889,0.56077,0.68268,1.32247,0.54338,1.0633,0,0.0004259,0.0004259,0.0004259
161,3462.57,0.65118,1.39324,0.51998,1.02354,0,0.85467,0.87592,0.88541,0.69636,0.86495,0.88579,0.89472,0.5814,0.72441,1.2975,0.49714,1.09678,0,0.000416,0.000416,0.000416
162,3483.99,0.63108,1.36138,0.52415,1.01033,0,0.89885,0.85106,0.90531,0.70449,0.91007,0.86122,0.90893,0.59323,0.68788,1.31079,0.50576,1.03916,0,0.0004061,0.0004061,0.0004061
163,3505.43,0.62011,1.30829,0.4983,1.02756,0,0.87069,0.85959,0.89918,0.69632,0.88142,0.86988,0.90319,0.58385,0.66201,1.32806,0.53689,1.03118,0,0.0003962,0.0003962,0.0003962
164,3526.84,0.65823,1.40054,0.53973,1.03514,0,0.85913,0.84349,0.87909,0.68428,0.85913,0.84349,0.8836,0.57953,0.6648,1.29349,0.5145,1.04586,0,0.0003863,0.0003863,0.0003863
165,3548.31,0.63024,1.34618,0.50686,1.02747,0,0.89088,0.86854,0.88238,0.68968,0.89088,0.86854,0.88359,0.57797,0.7366,1.36181,0.51075,1.07202,0,0.0003764,0.0003764,0.0003764
166,3569.78,0.64047,1.3583,0.52255,1.02312,0,0.89623,0.82691,0.89671,0.68934,0.8976,0.84043,0.9019,0.57717,0.85304,1.45001,0.52265,1.12639,0,0.0003665,0.0003665,0.0003665
167,3591.26,0.61747,1.32733,0.50748,1.01422,0,0.90327,0.81915,0.88626,0.69535,0.80672,0.90426,0.88299,0.57561,0.68702,1.37634,0.51438,1.05255,0,0.0003566,0.0003566,0.0003566
168,3612.78,0.62425,1.37456,0.50821,1.01658,0,0.90342,0.79611,0.89028,0.70686,0.84356,0.85106,0.90156,0.59126,0.68488,1.3318,0.52994,1.07198,0,0.0003467,0.0003467,0.0003467
169,3634.3,0.63148,1.35353,0.5057,1.02032,0,0.8682,0.82979,0.87084,0.68985,0.8682,0.82979,0.86946,0.57829,0.60351,1.30304,0.51625,1.05474,0,0.0003368,0.0003368,0.0003368
170,3655.77,0.60069,1.32783,0.47668,1.01122,0,0.86383,0.87732,0.88214,0.67851,0.86383,0.87732,0.87427,0.57531,0.70894,1.32793,0.53608,1.07811,0,0.0003269,0.0003269,0.0003269
171,3677.24,0.60876,1.3102,0.49675,1.0059,0,0.84985,0.87234,0.86644,0.66127,0.83949,0.8617,0.85316,0.56748,0.72629,1.31542,0.56293,1.09311,0,0.000317,0.000317,0.000317
172,3698.71,0.60681,1.34551,0.49408,1.0225,0,0.86681,0.87234,0.89763,0.69261,0.87738,0.88298,0.90012,0.59017,0.79269,1.37516,0.49051,1.13478,0,0.0003071,0.0003071,0.0003071
173,3720.18,0.59931,1.35711,0.49202,0.99141,0,0.8542,0.8617,0.88663,0.67137,0.85584,0.8617,0.88554,0.57597,0.72056,1.295,0.52179,1.11513,0,0.0002972,0.0002972,0.0002972
174,3741.67,0.60472,1.32749,0.49702,1.01189,0,0.84634,0.88298,0.89052,0.69979,0.84634,0.88298,0.89052,0.59406,0.68592,1.33708,0.50744,1.08239,0,0.0002873,0.0002873,0.0002873
175,3763.14,0.60114,1.30286,0.48403,1.01265,0,0.84511,0.89362,0.88962,0.6897,0.84293,0.87234,0.88731,0.58272,0.77487,1.33795,0.49175,1.13624,0,0.0002774,0.0002774,0.0002774
176,3784.6,0.58088,1.25879,0.48482,1.00068,0,0.85532,0.88048,0.89571,0.68748,0.85532,0.88048,0.89571,0.58307,0.72785,1.34124,0.53776,1.09674,0,0.0002675,0.0002675,0.0002675
177,3806.09,0.60602,1.32534,0.47796,1.01252,0,0.85494,0.87781,0.88373,0.68898,0.84475,0.86832,0.87225,0.57778,0.69022,1.36288,0.4662,1.12432,0,0.0002576,0.0002576,0.0002576
178,3827.57,0.59852,1.32071,0.48651,1.00039,0,0.86023,0.87234,0.88379,0.68211,0.84955,0.8617,0.87637,0.56947,0.68812,1.37052,0.50626,1.0942,0,0.0002477,0.0002477,0.0002477
179,3849.03,0.58053,1.30545,0.47144,1.00319,0,0.88347,0.88725,0.88832,0.68466,0.88347,0.88725,0.88832,0.57806,0.79907,1.43492,0.50599,1.19021,0,0.0002378,0.0002378,0.0002378
180,3870.51,0.60356,1.33744,0.47265,1.01678,0,0.91334,0.85106,0.89934,0.68959,0.90192,0.84043,0.88986,0.58412,0.73195,1.34956,0.50563,1.1086,0,0.0002279,0.0002279,0.0002279
181,3892.01,0.58509,1.32194,0.50491,1.00707,0,0.88002,0.85833,0.87263,0.6879,0.88002,0.85833,0.87263,0.57954,0.65509,1.32548,0.49725,1.07029,0,0.000218,0.000218,0.000218
182,3913.48,0.58523,1.30564,0.47869,0.99906,0,0.87327,0.87972,0.90294,0.70225,0.86271,0.86908,0.89801,0.59171,0.69348,1.32105,0.48627,1.09003,0,0.0002081,0.0002081,0.0002081
183,3934.91,0.58508,1.31652,0.46869,0.99404,0,0.79821,0.90426,0.89524,0.6705,0.79821,0.90426,0.89524,0.58416,0.72178,1.35268,0.54312,1.14616,0,0.0001982,0.0001982,0.0001982
184,3956.33,0.56239,1.27208,0.43376,0.98337,0,0.82092,0.87781,0.89147,0.68502,0.87409,0.82979,0.89527,0.58518,0.68384,1.30662,0.53274,1.10324,0,0.0001883,0.0001883,0.0001883
185,3977.75,0.58076,1.25925,0.46782,1.01284,0,0.90343,0.91489,0.89705,0.69453,0.89276,0.90426,0.89224,0.59402,0.72759,1.33638,0.51105,1.12519,0,0.0001784,0.0001784,0.0001784
186,3999.22,0.57561,1.24921,0.43609,0.99901,0,0.90972,0.85757,0.89072,0.6845,0.89843,0.84693,0.87842,0.5816,0.75156,1.37953,0.57651,1.13283,0,0.0001685,0.0001685,0.0001685
187,4020.7,0.56912,1.29525,0.44265,0.9756,0,0.89526,0.82979,0.90192,0.70308,0.89526,0.82979,0.89794,0.58575,0.76021,1.40258,0.53991,1.13405,0,0.0001586,0.0001586,0.0001586
188,4042.15,0.5764,1.26262,0.44233,0.99443,0,0.84396,0.88298,0.8954,0.70204,0.85432,0.89362,0.89377,0.59048,0.79855,1.36448,0.54221,1.16325,0,0.0001487,0.0001487,0.0001487
189,4063.63,0.54296,1.21978,0.4316,0.98269,0,0.88383,0.89035,0.89386,0.6895,0.88383,0.89035,0.88237,0.57958,0.82495,1.42692,0.53428,1.19774,0,0.0001388,0.0001388,0.0001388
190,4085.13,0.55715,1.28286,0.44634,0.98343,0,0.90617,0.85106,0.88786,0.68588,0.89451,0.84043,0.87529,0.57637,0.80845,1.39666,0.56144,1.17706,0,0.0001289,0.0001289,0.0001289
191,4107.18,0.52249,1.14703,0.43943,0.96071,0,0.84164,0.91489,0.8901,0.68998,0.82979,0.90426,0.88055,0.57766,0.81168,1.3644,0.55786,1.19514,0,0.000119,0.000119,0.000119
192,4128.42,0.4928,1.11556,0.39747,0.95595,0,0.86598,0.91489,0.89559,0.70203,0.89826,0.84532,0.88566,0.58011,0.80532,1.34816,0.52143,1.17341,0,0.0001091,0.0001091,0.0001091
193,4149.68,0.47779,1.10195,0.3825,0.95109,0,0.85785,0.89884,0.87425,0.67711,0.8477,0.8882,0.86263,0.56307,0.82705,1.33368,0.54713,1.19987,0,9.92e-05,9.92e-05,9.92e-05
194,4170.9,0.46646,1.07002,0.36575,0.94433,0,0.8898,0.85902,0.87195,0.67245,0.88835,0.85106,0.86348,0.56579,0.82918,1.36943,0.54341,1.20334,0,8.93e-05,8.93e-05,8.93e-05
195,4192.15,0.45975,1.06326,0.34929,0.93273,0,0.88887,0.85106,0.87922,0.68355,0.87855,0.84653,0.86915,0.56484,0.84805,1.35238,0.53925,1.21552,0,7.94e-05,7.94e-05,7.94e-05
196,4213.36,0.44608,1.02486,0.36668,0.92873,0,0.87982,0.82979,0.86175,0.67028,0.87982,0.82979,0.86175,0.56783,0.85711,1.34824,0.53827,1.22786,0,6.95e-05,6.95e-05,6.95e-05
197,4234.6,0.45468,1.05576,0.34199,0.93134,0,0.87805,0.8617,0.87846,0.68401,0.86653,0.85106,0.86839,0.571,0.8608,1.33813,0.54867,1.23467,0,5.96e-05,5.96e-05,5.96e-05
198,4255.82,0.4366,1.02598,0.33322,0.92265,0,0.8798,0.85656,0.86756,0.67554,0.8689,0.84615,0.85623,0.56879,0.85489,1.32505,0.56033,1.21689,0,4.97e-05,4.97e-05,4.97e-05
199,4277.08,0.44466,0.99633,0.34248,0.93483,0,0.88266,0.8617,0.86564,0.66932,0.8804,0.86139,0.8533,0.57051,0.84703,1.33401,0.56104,1.20843,0,3.98e-05,3.98e-05,3.98e-05
200,4298.35,0.44333,1.00956,0.33518,0.92815,0,0.88877,0.84043,0.8709,0.67779,0.88877,0.84043,0.86265,0.57089,0.8543,1.33958,0.55601,1.21743,0,2.99e-05,2.99e-05,2.99e-05
